"","X1","year","State","total_jail_pop","total_pop_15to64","perc_pop","perc_male","perc_female","perc_asian","perc_black","perc_latinx","perc_native","perc_white","lat","lon","State Code","Region","Division"
"1",1,1970,"Alabama",2934,2108268,139,276,13,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"2",2,1971,"Alabama",3183,2143438,149,295,12,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"3",3,1972,"Alabama",3432,2184555,157,312,12,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"4",4,1973,"Alabama",3682,2225575,165,330,12,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"5",5,1974,"Alabama",3931,2270908,173,346,11,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"6",6,1975,"Alabama",4180,2318881,180,361,11,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"7",7,1976,"Alabama",4430,2374832,187,374,10,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"8",8,1977,"Alabama",4679,2417448,194,388,10,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"9",9,1978,"Alabama",5027,2462626,204,412,13,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"10",10,1979,"Alabama",4917,2494504,197,395,15,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"11",11,1980,"Alabama",4807,2520949,191,380,17,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"12",12,1981,"Alabama",4696,2540392,185,366,19,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"13",13,1982,"Alabama",4586,2549519,180,353,21,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"14",14,1983,"Alabama",4476,2558811,175,341,24,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"15",15,1984,"Alabama",4190,2576147,163,315,22,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"16",16,1985,"Alabama",3904,2594439,150,290,21,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"17",17,1986,"Alabama",3960,2612164,152,286,22,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"18",18,1987,"Alabama",4380,2630147,167,326,22,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"19",19,1988,"Alabama",4900,2633701,186,349,29,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"20",20,1989,"Alabama",5473,2632851,208,397,32,0,0,0,0,0,32.7888808,-86.82838503,"AL","South","East South Central"
"21",21,1990,"Alabama",6097,2658904,229,437,34,25,563,272,20,120,32.7888808,-86.82838503,"AL","South","East South Central"
"22",22,1991,"Alabama",6261,2688507,233,440,37,21,567,239,25,119,32.7888808,-86.82838503,"AL","South","East South Central"
"23",23,1992,"Alabama",6937,2725165,255,471,45,28,639,238,29,117,32.7888808,-86.82838503,"AL","South","East South Central"
"24",24,1993,"Alabama",7366,2766224,266,502,43,34,649,382,40,118,32.7888808,-86.82838503,"AL","South","East South Central"
"25",25,1994,"Alabama",7320,2798293,262,494,54,36,640,345,40,129,32.7888808,-86.82838503,"AL","South","East South Central"
"26",26,1995,"Alabama",7864,2819965,279,518,62,51,682,287,46,131,32.7888808,-86.82838503,"AL","South","East South Central"
"27",27,1996,"Alabama",8437,2849238,296,569,61,40,737,298,59,143,32.7888808,-86.82838503,"AL","South","East South Central"
"28",28,1997,"Alabama",9232,2872591,321,618,64,35,756,273,53,167,32.7888808,-86.82838503,"AL","South","East South Central"
"29",29,1998,"Alabama",10219,2908312,351,667,70,53,847,234,48,174,32.7888808,-86.82838503,"AL","South","East South Central"
"30",30,1999,"Alabama",11194,2925419,383,719,82,98,862,471,111,199,32.7888808,-86.82838503,"AL","South","East South Central"
"31",31,2000,"Alabama",11162,2941558,379,704,89,83,848,397,102,200,32.7888808,-86.82838503,"AL","South","East South Central"
"32",32,2001,"Alabama",11680,2956038,395,708,91,69,832,338,91,221,32.7888808,-86.82838503,"AL","South","East South Central"
"33",33,2002,"Alabama",11863,2970798,399,751,99,124,826,418,92,243,32.7888808,-86.82838503,"AL","South","East South Central"
"34",34,2003,"Alabama",12602,2992125,421,773,101,115,813,762,85,254,32.7888808,-86.82838503,"AL","South","East South Central"
"35",35,2004,"Alabama",12908,3017151,428,782,113,118,792,647,106,270,32.7888808,-86.82838503,"AL","South","East South Central"
"36",36,2005,"Alabama",14506,3049784,476,875,132,110,856,590,107,319,32.7888808,-86.82838503,"AL","South","East South Central"
"37",37,2006,"Alabama",14065,3093231,455,826,126,114,838,783,138,298,32.7888808,-86.82838503,"AL","South","East South Central"
"38",38,2007,"Alabama",14198,3124050,454,824,128,114,844,793,133,294,32.7888808,-86.82838503,"AL","South","East South Central"
"39",39,2008,"Alabama",14657,3150235,465,831,131,110,857,493,133,308,32.7888808,-86.82838503,"AL","South","East South Central"
"40",40,2009,"Alabama",14426,3176549,454,821,121,105,830,537,135,305,32.7888808,-86.82838503,"AL","South","East South Central"
"41",41,2010,"Alabama",14614,3189378,458,796,127,105,798,362,135,305,32.7888808,-86.82838503,"AL","South","East South Central"
"42",42,2011,"Alabama",14497,3193091,454,801,127,97,811,339,137,314,32.7888808,-86.82838503,"AL","South","East South Central"
"43",43,2012,"Alabama",14661,3197640,459,804,124,66,716,351,142,298,32.7888808,-86.82838503,"AL","South","East South Central"
"44",44,2013,"Alabama",14261,3191241,447,798,124,33,822,472,149,319,32.7888808,-86.82838503,"AL","South","East South Central"
"45",45,2014,"Alabama",14266,3190014,447,764,124,53,736,435,149,327,32.7888808,-86.82838503,"AL","South","East South Central"
"46",46,2015,"Alabama",11939,3184702,375,635,111,42,578,421,150,275,32.7888808,-86.82838503,"AL","South","East South Central"
"47",47,1970,"Arkansas",1064,1152055,92,205,7,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"48",48,1971,"Arkansas",1087,1179671,92,202,7,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"49",49,1972,"Arkansas",1111,1215162,91,198,8,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"50",50,1973,"Arkansas",1134,1247025,91,195,8,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"51",51,1974,"Arkansas",1158,1280296,90,192,8,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"52",52,1975,"Arkansas",1181,1324158,89,188,8,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"53",53,1976,"Arkansas",1204,1338658,90,188,8,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"54",54,1977,"Arkansas",1228,1369823,90,186,8,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"55",55,1978,"Arkansas",1298,1397444,93,189,11,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"56",56,1979,"Arkansas",1358,1419624,96,193,11,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"57",57,1980,"Arkansas",1419,1434893,99,197,12,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"58",58,1981,"Arkansas",1479,1440552,103,203,12,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"59",59,1982,"Arkansas",1539,1443323,107,209,12,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"60",60,1983,"Arkansas",1615,1453181,111,216,14,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"61",61,1984,"Arkansas",1632,1465528,111,217,15,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"62",62,1985,"Arkansas",1648,1470957,112,220,16,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"63",63,1986,"Arkansas",1743,1478617,118,231,15,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"64",64,1987,"Arkansas",1868,1486151,126,250,16,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"65",65,1988,"Arkansas",2038,1483046,137,268,21,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"66",66,1989,"Arkansas",2023,1481925,136,265,20,0,0,0,0,0,34.90001684,-92.43785357,"AR","South","West South Central"
"67",67,1990,"Arkansas",2217,1491112,149,290,25,47,426,421,47,98,34.90001684,-92.43785357,"AR","South","West South Central"
"68",68,1991,"Arkansas",2384,1507999,158,301,24,42,453,377,69,100,34.90001684,-92.43785357,"AR","South","West South Central"
"69",69,1992,"Arkansas",2535,1527267,166,315,30,36,486,364,42,106,34.90001684,-92.43785357,"AR","South","West South Central"
"70",70,1993,"Arkansas",2858,1560608,183,343,35,44,589,444,62,115,34.90001684,-92.43785357,"AR","South","West South Central"
"71",71,1994,"Arkansas",2777,1588704,175,328,34,53,663,413,38,121,34.90001684,-92.43785357,"AR","South","West South Central"
"72",72,1995,"Arkansas",3462,1616646,214,403,50,59,709,371,56,133,34.90001684,-92.43785357,"AR","South","West South Central"
"73",73,1996,"Arkansas",3922,1644813,238,434,55,49,698,331,43,153,34.90001684,-92.43785357,"AR","South","West South Central"
"74",74,1997,"Arkansas",4209,1671349,252,472,61,46,761,318,51,165,34.90001684,-92.43785357,"AR","South","West South Central"
"75",75,1998,"Arkansas",4379,1692258,259,467,63,60,710,295,48,171,34.90001684,-92.43785357,"AR","South","West South Central"
"76",76,1999,"Arkansas",4864,1716981,283,495,78,77,720,537,103,189,34.90001684,-92.43785357,"AR","South","West South Central"
"77",77,2000,"Arkansas",5159,1742784,296,516,86,33,763,472,95,203,34.90001684,-92.43785357,"AR","South","West South Central"
"78",78,2001,"Arkansas",5372,1755983,306,531,92,84,800,450,82,209,34.90001684,-92.43785357,"AR","South","West South Central"
"79",79,2002,"Arkansas",5666,1769477,320,536,100,46,801,405,76,222,34.90001684,-92.43785357,"AR","South","West South Central"
"80",80,2003,"Arkansas",5835,1784818,327,544,125,70,853,272,65,239,34.90001684,-92.43785357,"AR","South","West South Central"
"81",81,2004,"Arkansas",6020,1804087,334,557,115,77,829,268,58,246,34.90001684,-92.43785357,"AR","South","West South Central"
"82",82,2005,"Arkansas",6143,1826748,336,547,127,85,811,275,58,251,34.90001684,-92.43785357,"AR","South","West South Central"
"83",83,2006,"Arkansas",6028,1853613,325,544,116,43,756,262,54,250,34.90001684,-92.43785357,"AR","South","West South Central"
"84",84,2007,"Arkansas",6342,1869842,339,581,115,38,794,263,65,263,34.90001684,-92.43785357,"AR","South","West South Central"
"85",85,2008,"Arkansas",6905,1882525,367,643,112,33,863,295,58,280,34.90001684,-92.43785357,"AR","South","West South Central"
"86",86,2009,"Arkansas",7131,1893227,377,645,113,35,867,242,76,284,34.90001684,-92.43785357,"AR","South","West South Central"
"87",87,2010,"Arkansas",7315,1903868,384,671,113,12,883,258,70,297,34.90001684,-92.43785357,"AR","South","West South Central"
"88",88,2011,"Arkansas",7292,1907891,382,645,115,34,843,263,63,286,34.90001684,-92.43785357,"AR","South","West South Central"
"89",89,2012,"Arkansas",7455,1918367,389,665,118,17,882,211,69,300,34.90001684,-92.43785357,"AR","South","West South Central"
"90",90,2013,"Arkansas",7925,1914815,414,739,125,48,898,170,98,341,34.90001684,-92.43785357,"AR","South","West South Central"
"91",91,2014,"Arkansas",7902,1913719,413,745,131,41,934,162,49,342,34.90001684,-92.43785357,"AR","South","West South Central"
"92",92,2015,"Arkansas",7848,1912058,410,710,138,16,940,165,103,342,34.90001684,-92.43785357,"AR","South","West South Central"
"93",93,1970,"Arizona",1715,1091853,157,376,19,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"94",94,1971,"Arizona",1811,1159152,156,356,22,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"95",95,1972,"Arizona",1907,1241228,154,335,24,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"96",96,1973,"Arizona",2003,1326784,151,315,27,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"97",97,1974,"Arizona",2100,1400196,150,301,29,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"98",98,1975,"Arizona",2196,1446712,152,294,31,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"99",99,1976,"Arizona",2292,1498469,153,286,33,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"100",100,1977,"Arizona",2388,1557926,153,278,35,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"101",101,1978,"Arizona",2484,1623444,153,269,41,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"102",102,1979,"Arizona",2571,1710138,150,269,36,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"103",103,1980,"Arizona",2658,1779345,149,272,31,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"104",104,1981,"Arizona",2744,1832006,150,276,27,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"105",105,1982,"Arizona",2831,1885809,150,280,23,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"106",106,1983,"Arizona",2940,1935507,152,284,19,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"107",107,1984,"Arizona",3157,1998134,158,294,21,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"108",108,1985,"Arizona",3374,2073918,163,302,23,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"109",109,1986,"Arizona",3900,2161887,180,378,33,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"110",110,1987,"Arizona",4861,2240068,217,400,39,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"111",111,1988,"Arizona",5808,2297704,253,475,44,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"112",112,1989,"Arizona",6244,2334907,267,480,53,0,0,0,0,0,34.29282801,-111.6644825,"AZ","West","Mountain"
"113",113,1990,"Arizona",6358,2346608,271,511,53,46,1522,409,295,207,34.29282801,-111.6644825,"AZ","West","Mountain"
"114",114,1991,"Arizona",6771,2408576,281,511,60,52,1509,413,296,208,34.29282801,-111.6644825,"AZ","West","Mountain"
"115",115,1992,"Arizona",7431,2490748,298,540,64,56,1611,410,304,179,34.29282801,-111.6644825,"AZ","West","Mountain"
"116",116,1993,"Arizona",7454,2582798,289,527,49,66,1366,371,299,174,34.29282801,-111.6644825,"AZ","West","Mountain"
"117",117,1994,"Arizona",7789,2720529,286,533,67,73,1207,406,270,217,34.29282801,-111.6644825,"AZ","West","Mountain"
"118",118,1995,"Arizona",8698,2844279,306,561,68,90,1203,428,303,240,34.29282801,-111.6644825,"AZ","West","Mountain"
"119",119,1996,"Arizona",8817,2946059,299,540,70,97,1151,435,316,236,34.29282801,-111.6644825,"AZ","West","Mountain"
"120",120,1997,"Arizona",9920,3065234,324,588,88,90,1207,500,316,260,34.29282801,-111.6644825,"AZ","West","Mountain"
"121",121,1998,"Arizona",10630,3153074,337,621,72,82,2187,411,324,257,34.29282801,-111.6644825,"AZ","West","Mountain"
"122",122,1999,"Arizona",10620,3243236,327,550,82,68,1170,465,335,239,34.29282801,-111.6644825,"AZ","West","Mountain"
"123",123,2000,"Arizona",10545,3333896,316,556,91,57,1245,472,326,241,34.29282801,-111.6644825,"AZ","West","Mountain"
"124",124,2001,"Arizona",11351,3415218,332,570,95,63,1105,469,368,255,34.29282801,-111.6644825,"AZ","West","Mountain"
"125",125,2002,"Arizona",12668,3503369,362,617,104,68,1129,501,443,275,34.29282801,-111.6644825,"AZ","West","Mountain"
"126",126,2003,"Arizona",13167,3581528,368,642,112,67,1152,509,442,294,34.29282801,-111.6644825,"AZ","West","Mountain"
"127",127,2004,"Arizona",14137,3680337,384,686,112,76,1232,545,466,304,34.29282801,-111.6644825,"AZ","West","Mountain"
"128",128,2005,"Arizona",14870,3808316,390,688,121,66,1214,572,497,296,34.29282801,-111.6644825,"AZ","West","Mountain"
"129",129,2006,"Arizona",15600,3938891,396,651,111,59,1174,536,538,270,34.29282801,-111.6644825,"AZ","West","Mountain"
"130",130,2007,"Arizona",14770,4027875,367,660,115,56,1042,579,573,260,34.29282801,-111.6644825,"AZ","West","Mountain"
"131",131,2008,"Arizona",15549,4091515,380,657,112,84,1043,572,557,258,34.29282801,-111.6644825,"AZ","West","Mountain"
"132",132,2009,"Arizona",15639,4126329,379,616,109,68,928,518,602,248,34.29282801,-111.6644825,"AZ","West","Mountain"
"133",133,2010,"Arizona",14001,4152205,337,564,89,57,816,457,552,227,34.29282801,-111.6644825,"AZ","West","Mountain"
"134",134,2011,"Arizona",13239,4162429,318,548,93,76,817,421,549,234,34.29282801,-111.6644825,"AZ","West","Mountain"
"135",135,2012,"Arizona",13487,4200875,321,559,112,68,863,419,576,254,34.29282801,-111.6644825,"AZ","West","Mountain"
"136",136,2013,"Arizona",14448,4230211,342,562,93,49,919,390,518,251,34.29282801,-111.6644825,"AZ","West","Mountain"
"137",137,2014,"Arizona",14252,4258669,335,578,103,54,924,381,536,274,34.29282801,-111.6644825,"AZ","West","Mountain"
"138",138,2015,"Arizona",13629,4300928,317,496,86,34,1200,243,500,242,34.29282801,-111.6644825,"AZ","West","Mountain"
"139",139,1970,"California",27327,12717245,215,408,27,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"140",140,1971,"California",27173,12995517,209,395,27,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"141",141,1972,"California",27018,13265694,204,383,27,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"142",142,1973,"California",26864,13573423,198,371,28,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"143",143,1974,"California",26709,13892864,192,359,28,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"144",144,1975,"California",26554,14245002,186,347,28,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"145",145,1976,"California",26400,14629795,180,335,28,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"146",146,1977,"California",26246,15003267,175,323,28,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"147",147,1978,"California",26093,15421016,169,312,28,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"148",148,1979,"California",29219,15774267,185,338,33,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"149",149,1980,"California",32345,16189769,200,362,38,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"150",150,1981,"California",35470,16548246,214,386,42,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"151",151,1982,"California",38596,16898759,228,408,47,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"152",152,1983,"California",41722,17238803,242,430,52,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"153",153,1984,"California",45058,17566172,257,453,56,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"154",154,1985,"California",48394,17974995,269,473,60,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"155",155,1986,"California",50420,18417657,274,497,68,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"156",156,1987,"California",54399,18827743,289,523,70,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"157",157,1988,"California",63361,19249511,329,577,81,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"158",158,1989,"California",68688,19703344,349,603,91,0,0,0,0,0,37.24221472,-119.6111197,"CA","West","Pacific"
"159",159,1990,"California",72445,20018219,362,617,87,52,1356,464,349,206,37.24221472,-119.6111197,"CA","West","Pacific"
"160",160,1991,"California",69318,20202598,343,580,84,37,1252,438,289,200,37.24221472,-119.6111197,"CA","West","Pacific"
"161",161,1992,"California",72016,20490179,351,615,82,59,1314,468,330,197,37.24221472,-119.6111197,"CA","West","Pacific"
"162",162,1993,"California",73712,20557929,359,627,80,44,1042,417,350,173,37.24221472,-119.6111197,"CA","West","Pacific"
"163",163,1994,"California",68897,20594666,335,593,79,82,1195,473,364,216,37.24221472,-119.6111197,"CA","West","Pacific"
"164",164,1995,"California",72967,20662626,353,616,89,97,1233,469,423,234,37.24221472,-119.6111197,"CA","West","Pacific"
"165",165,1996,"California",71919,20833180,345,768,120,100,1507,590,481,308,37.24221472,-119.6111197,"CA","West","Pacific"
"166",166,1997,"California",75266,21257861,354,639,89,94,1228,499,489,238,37.24221472,-119.6111197,"CA","West","Pacific"
"167",167,1998,"California",78633,21732590,362,639,96,87,1197,502,388,243,37.24221472,-119.6111197,"CA","West","Pacific"
"168",168,1999,"California",77811,22179372,351,601,89,84,1172,456,421,226,37.24221472,-119.6111197,"CA","West","Pacific"
"169",169,2000,"California",75354,22583586,334,576,87,50,1077,428,399,227,37.24221472,-119.6111197,"CA","West","Pacific"
"170",170,2001,"California",74746,22998513,325,562,86,49,1193,400,413,219,37.24221472,-119.6111197,"CA","West","Pacific"
"171",171,2002,"California",74650,23340718,320,560,80,47,1177,382,461,211,37.24221472,-119.6111197,"CA","West","Pacific"
"172",172,2003,"California",78878,23659656,333,573,82,53,1190,398,461,220,37.24221472,-119.6111197,"CA","West","Pacific"
"173",173,2004,"California",77604,23964333,324,571,84,51,1142,400,454,223,37.24221472,-119.6111197,"CA","West","Pacific"
"174",174,2005,"California",79200,24231077,327,584,89,59,1120,415,496,233,37.24221472,-119.6111197,"CA","West","Pacific"
"175",175,2006,"California",82766,24466149,338,578,89,50,1177,396,513,233,37.24221472,-119.6111197,"CA","West","Pacific"
"176",176,2007,"California",83782,24677623,340,586,91,52,1244,400,500,232,37.24221472,-119.6111197,"CA","West","Pacific"
"177",177,2008,"California",83475,24922139,335,578,86,52,1225,400,476,222,37.24221472,-119.6111197,"CA","West","Pacific"
"178",178,2009,"California",82634,25179917,328,575,82,46,1205,396,500,217,37.24221472,-119.6111197,"CA","West","Pacific"
"179",179,2010,"California",76376,25379637,301,504,73,41,1069,339,405,202,37.24221472,-119.6111197,"CA","West","Pacific"
"180",180,2011,"California",71837,25433729,282,481,71,38,948,323,437,199,37.24221472,-119.6111197,"CA","West","Pacific"
"181",181,2012,"California",76793,25664415,299,527,82,40,1046,341,424,230,37.24221472,-119.6111197,"CA","West","Pacific"
"182",182,2013,"California",82969,25822609,321,550,85,37,1246,333,444,242,37.24221472,-119.6111197,"CA","West","Pacific"
"183",183,2014,"California",83327,25978198,321,550,93,44,1075,354,470,255,37.24221472,-119.6111197,"CA","West","Pacific"
"184",184,2015,"California",76472,26147608,292,479,73,36,900,312,461,216,37.24221472,-119.6111197,"CA","West","Pacific"
"185",185,1970,"Colorado",1435,1392245,103,196,11,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"186",186,1971,"Colorado",1460,1456431,100,191,11,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"187",187,1972,"Colorado",1487,1541851,96,183,10,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"188",188,1973,"Colorado",1514,1621742,93,177,9,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"189",189,1974,"Colorado",1541,1668181,92,176,9,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"190",190,1975,"Colorado",1568,1712794,92,174,9,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"191",191,1976,"Colorado",1595,1762360,91,172,8,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"192",192,1977,"Colorado",1622,1820111,89,170,8,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"193",193,1978,"Colorado",1665,1882663,88,169,9,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"194",194,1979,"Colorado",1880,1952414,96,183,10,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"195",195,1980,"Colorado",2096,2000898,105,198,11,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"196",196,1981,"Colorado",2312,2050068,113,213,12,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"197",197,1982,"Colorado",2528,2109722,120,226,13,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"198",198,1983,"Colorado",2752,2155389,128,240,16,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"199",199,1984,"Colorado",2926,2180528,134,253,16,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"200",200,1985,"Colorado",3100,2207013,140,264,17,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"201",201,1986,"Colorado",3793,2223347,171,329,23,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"202",202,1987,"Colorado",4189,2227602,188,358,25,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"203",203,1988,"Colorado",4503,2218468,203,400,41,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"204",204,1989,"Colorado",5293,2218841,239,438,41,0,0,0,0,0,38.99842147,-105.5476016,"CO","West","Mountain"
"205",205,1990,"Colorado",5704,2224738,256,483,39,56,1706,491,335,161,38.99842147,-105.5476016,"CO","West","Mountain"
"206",206,1991,"Colorado",5484,2281774,240,434,42,68,1300,494,455,146,38.99842147,-105.5476016,"CO","West","Mountain"
"207",207,1992,"Colorado",5518,2357996,234,416,37,43,1184,385,418,156,38.99842147,-105.5476016,"CO","West","Mountain"
"208",208,1993,"Colorado",6423,2448551,262,474,43,54,510,281,362,121,38.99842147,-105.5476016,"CO","West","Mountain"
"209",209,1994,"Colorado",6671,2536830,263,519,54,57,1672,501,465,194,38.99842147,-105.5476016,"CO","West","Mountain"
"210",210,1995,"Colorado",7830,2619960,299,545,62,56,1470,612,392,210,38.99842147,-105.5476016,"CO","West","Mountain"
"211",211,1996,"Colorado",7607,2691303,283,691,116,156,1787,710,416,302,38.99842147,-105.5476016,"CO","West","Mountain"
"212",212,1997,"Colorado",8154,2763200,295,533,56,97,1512,585,512,201,38.99842147,-105.5476016,"CO","West","Mountain"
"213",213,1998,"Colorado",8306,2830310,293,523,60,86,1386,576,456,204,38.99842147,-105.5476016,"CO","West","Mountain"
"214",214,1999,"Colorado",8293,2912709,285,502,63,80,1366,624,486,209,38.99842147,-105.5476016,"CO","West","Mountain"
"215",215,2000,"Colorado",8528,2986847,286,544,71,129,1403,596,421,204,38.99842147,-105.5476016,"CO","West","Mountain"
"216",216,2001,"Colorado",9065,3062477,296,543,70,95,1355,590,331,219,38.99842147,-105.5476016,"CO","West","Mountain"
"217",217,2002,"Colorado",10235,3112908,329,567,92,84,1543,533,341,253,38.99842147,-105.5476016,"CO","West","Mountain"
"218",218,2003,"Colorado",10947,3137874,349,595,87,110,1535,536,285,270,38.99842147,-105.5476016,"CO","West","Mountain"
"219",219,2004,"Colorado",11297,3172622,356,599,98,91,1306,555,417,282,38.99842147,-105.5476016,"CO","West","Mountain"
"220",220,2005,"Colorado",13094,3211851,408,721,123,101,1522,632,478,335,38.99842147,-105.5476016,"CO","West","Mountain"
"221",221,2006,"Colorado",13771,3269929,421,713,117,104,1487,606,439,331,38.99842147,-105.5476016,"CO","West","Mountain"
"222",222,2007,"Colorado",13206,3322773,397,674,107,107,1390,587,460,307,38.99842147,-105.5476016,"CO","West","Mountain"
"223",223,2008,"Colorado",13082,3374889,388,660,105,103,1384,566,398,302,38.99842147,-105.5476016,"CO","West","Mountain"
"224",224,2009,"Colorado",12874,3422229,376,650,97,70,1349,570,367,286,38.99842147,-105.5476016,"CO","West","Mountain"
