"","X1","year","State","total_jail_pop","total_pop_15to64","perc_pop","perc_male","perc_female","perc_asian","perc_black","perc_latinx","perc_native","perc_white","lat","lon","State Code","Region","Division"
"575",621,1992,"Indiana",7451,3736516,199,385,29,6,714,226,57,161,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"576",622,1993,"Indiana",8179,3783600,216,405,36,21,794,258,98,172,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"577",623,1994,"Indiana",8776,3819786,230,430,36,20,843,229,72,181,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"578",624,1995,"Indiana",9545,3862307,247,459,41,19,925,232,124,190,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"579",625,1996,"Indiana",10103,3906653,259,516,49,18,1019,270,148,217,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"580",626,1997,"Indiana",10532,3936737,268,499,48,20,1000,266,150,208,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"581",627,1998,"Indiana",11165,3964610,282,551,56,34,1094,271,187,232,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"582",628,1999,"Indiana",11299,3993659,283,551,55,36,828,289,236,219,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"583",629,2000,"Indiana",12829,4028804,318,600,67,39,1257,282,239,245,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"584",630,2001,"Indiana",13785,4058010,340,636,71,42,950,320,210,247,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"585",631,2002,"Indiana",14629,4084155,358,661,77,48,956,373,666,265,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"586",632,2003,"Indiana",15876,4116915,386,699,89,30,1088,354,258,295,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"587",633,2004,"Indiana",15894,4146822,383,689,92,30,1246,375,223,299,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"588",634,2005,"Indiana",17153,4185281,410,736,105,38,1345,401,248,324,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"589",635,2006,"Indiana",18141,4224033,429,762,104,26,1323,431,233,345,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"590",636,2007,"Indiana",17919,4254363,421,747,105,33,1207,409,222,348,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"591",637,2008,"Indiana",18086,4277252,423,732,121,31,1089,397,205,325,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"592",638,2009,"Indiana",18238,4298150,424,747,114,28,1039,380,208,323,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"593",639,2010,"Indiana",18084,4311814,419,738,110,31,1019,335,225,327,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"594",640,2011,"Indiana",17784,4316593,412,701,123,23,1119,334,233,341,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"595",641,2012,"Indiana",17723,4334530,409,672,120,31,1065,273,214,338,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"596",642,2013,"Indiana",17121,4329140,395,655,123,50,943,354,325,336,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"597",643,2014,"Indiana",17442,4338414,402,673,128,20,889,271,348,333,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"598",644,2015,"Indiana",16735,4341460,385,656,129,17,939,283,382,347,39.90781956,-86.27500653,"IN","Midwest","East North Central"
"599",645,1970,"Kansas",1054,1369049,77,144,6,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"600",646,1971,"Kansas",1043,1374639,76,143,6,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"601",647,1972,"Kansas",1034,1391836,74,141,6,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"602",648,1973,"Kansas",1026,1409134,73,139,6,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"603",649,1974,"Kansas",1018,1422909,72,138,6,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"604",650,1975,"Kansas",1009,1441568,70,136,6,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"605",651,1976,"Kansas",1001,1465786,68,134,6,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"606",652,1977,"Kansas",993,1486852,67,132,6,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"607",653,1978,"Kansas",1005,1503142,67,134,10,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"608",654,1979,"Kansas",1073,1518661,71,139,10,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"609",655,1980,"Kansas",1141,1535909,74,145,10,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"610",656,1981,"Kansas",1209,1543422,78,151,10,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"611",657,1982,"Kansas",1277,1550231,82,157,11,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"612",658,1983,"Kansas",1369,1556559,88,167,14,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"613",659,1984,"Kansas",1482,1560607,95,180,15,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"614",660,1985,"Kansas",1596,1559178,102,194,15,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"615",661,1986,"Kansas",1661,1563474,106,203,16,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"616",662,1987,"Kansas",1651,1565459,105,198,17,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"617",663,1988,"Kansas",1869,1572865,119,227,20,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"618",664,1989,"Kansas",1980,1570380,126,241,23,0,0,0,0,0,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"619",665,1990,"Kansas",2368,1573855,150,286,27,56,679,211,121,122,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"620",666,1991,"Kansas",2658,1580445,168,310,29,66,758,246,180,128,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"621",667,1992,"Kansas",2768,1605905,172,303,32,91,765,239,230,123,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"622",668,1993,"Kansas",2788,1623610,172,310,33,68,909,351,260,124,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"623",669,1994,"Kansas",3071,1643779,187,335,36,76,939,358,298,131,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"624",670,1995,"Kansas",3549,1666021,213,384,41,56,1083,367,308,150,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"625",671,1996,"Kansas",3737,1680368,222,405,49,59,1096,389,286,164,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"626",672,1997,"Kansas",4249,1697377,250,448,47,64,1209,394,372,178,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"627",673,1998,"Kansas",4279,1718302,249,471,56,71,1274,376,309,192,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"628",674,1999,"Kansas",4273,1734039,246,425,52,80,1083,343,316,176,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"629",675,2000,"Kansas",5023,1748553,287,514,71,77,1402,442,287,210,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"630",676,2001,"Kansas",5357,1761060,304,541,77,73,1463,489,282,226,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"631",677,2002,"Kansas",5961,1775200,336,604,89,70,1644,485,375,255,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"632",678,2003,"Kansas",6090,1784404,341,617,95,91,1558,568,293,263,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"633",679,2004,"Kansas",6476,1796480,360,639,97,113,1667,610,349,261,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"634",680,2005,"Kansas",5977,1807927,331,566,102,81,1404,443,352,259,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"635",681,2006,"Kansas",7043,1822085,387,660,115,73,1629,613,351,289,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"636",682,2007,"Kansas",6123,1833981,334,535,98,89,1256,397,333,247,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"637",683,2008,"Kansas",6085,1847396,329,563,104,103,1398,456,392,253,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"638",684,2009,"Kansas",5939,1859577,319,536,97,97,1339,440,364,254,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"639",685,2010,"Kansas",7434,1870187,398,621,109,109,1428,520,338,275,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"640",686,2011,"Kansas",6237,1873858,333,541,102,97,1311,485,325,258,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"641",687,2012,"Kansas",6205,1879867,330,540,106,152,1212,381,363,259,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"642",688,2013,"Kansas",7173,1883158,381,610,118,133,1396,472,403,279,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"643",689,2014,"Kansas",7098,1882410,377,609,123,73,1330,420,411,295,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"644",690,2015,"Kansas",6209,1881619,330,511,111,16,1030,321,412,267,38.48515244,-98.37890745,"KS","Midwest","West North Central"
"645",691,1970,"Kentucky",2509,1973743,127,261,8,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"646",692,1971,"Kentucky",2449,2022884,121,248,9,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"647",693,1972,"Kentucky",2398,2060940,116,237,9,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"648",694,1973,"Kentucky",2346,2098589,112,228,9,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"649",695,1974,"Kentucky",2295,2143452,107,217,10,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"650",696,1975,"Kentucky",2244,2191465,102,207,10,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"651",697,1976,"Kentucky",2193,2251341,97,196,10,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"652",698,1977,"Kentucky",2142,2294145,93,187,11,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"653",699,1978,"Kentucky",2143,2330380,92,182,15,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"654",700,1979,"Kentucky",2460,2361965,104,203,16,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"655",701,1980,"Kentucky",2816,2380934,118,229,17,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"656",702,1981,"Kentucky",3172,2387393,133,256,19,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"657",703,1982,"Kentucky",3528,2399448,147,282,21,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"658",704,1983,"Kentucky",3884,2412091,161,308,26,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"659",705,1984,"Kentucky",4255,2412833,176,334,30,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"660",706,1985,"Kentucky",4674,2419025,193,363,34,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"661",707,1986,"Kentucky",4845,2422342,200,371,35,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"662",708,1987,"Kentucky",4969,2424296,205,388,40,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"663",709,1988,"Kentucky",4847,2426028,200,372,41,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"664",710,1989,"Kentucky",5311,2422300,219,411,44,0,0,0,0,0,37.52594722,-85.28901624,"KY","South","East South Central"
"665",711,1990,"Kentucky",5781,2443225,237,438,49,48,807,408,0,187,37.52594722,-85.28901624,"KY","South","East South Central"
"666",712,1991,"Kentucky",6000,2460820,244,467,45,53,815,442,28,199,37.52594722,-85.28901624,"KY","South","East South Central"
"667",713,1992,"Kentucky",6239,2489458,251,464,52,57,919,737,0,191,37.52594722,-85.28901624,"KY","South","East South Central"
"668",714,1993,"Kentucky",7217,2525973,286,533,55,137,1177,693,105,210,37.52594722,-85.28901624,"KY","South","East South Central"
"669",715,1994,"Kentucky",7798,2553501,305,560,61,67,1306,656,68,218,37.52594722,-85.28901624,"KY","South","East South Central"
"670",716,1995,"Kentucky",8609,2586527,333,603,80,69,1439,689,57,240,37.52594722,-85.28901624,"KY","South","East South Central"
"671",717,1996,"Kentucky",9173,2613668,351,1254,211,56,3008,1080,68,539,37.52594722,-85.28901624,"KY","South","East South Central"
"672",718,1997,"Kentucky",10147,2630676,386,707,94,81,1615,951,109,285,37.52594722,-85.28901624,"KY","South","East South Central"
"673",719,1998,"Kentucky",10859,2663520,408,732,94,64,1612,717,99,299,37.52594722,-85.28901624,"KY","South","East South Central"
"674",720,1999,"Kentucky",10935,2691864,406,720,94,53,1507,808,160,298,37.52594722,-85.28901624,"KY","South","East South Central"
"675",721,2000,"Kentucky",12000,2719339,441,799,107,90,1656,747,85,326,37.52594722,-85.28901624,"KY","South","East South Central"
"676",722,2001,"Kentucky",13035,2736444,476,875,125,49,1798,802,119,376,37.52594722,-85.28901624,"KY","South","East South Central"
"677",723,2002,"Kentucky",13793,2755696,501,912,144,53,1896,782,147,396,37.52594722,-85.28901624,"KY","South","East South Central"
"678",724,2003,"Kentucky",14805,2773994,534,950,152,62,2022,838,161,417,37.52594722,-85.28901624,"KY","South","East South Central"
"679",725,2004,"Kentucky",16174,2798232,578,1035,178,68,2034,873,184,474,37.52594722,-85.28901624,"KY","South","East South Central"
"680",726,2005,"Kentucky",16880,2824347,598,1043,192,59,2039,864,222,488,37.52594722,-85.28901624,"KY","South","East South Central"
"681",727,2006,"Kentucky",17323,2846635,609,1073,200,45,2107,849,223,504,37.52594722,-85.28901624,"KY","South","East South Central"
"682",728,2007,"Kentucky",18182,2870995,633,1113,201,67,2155,897,247,516,37.52594722,-85.28901624,"KY","South","East South Central"
"683",729,2008,"Kentucky",18715,2884676,649,1107,196,44,2082,1024,240,510,37.52594722,-85.28901624,"KY","South","East South Central"
"684",730,2009,"Kentucky",18588,2899734,641,1101,201,66,1991,852,243,523,37.52594722,-85.28901624,"KY","South","East South Central"
"685",731,2010,"Kentucky",19146,2911718,658,1123,207,49,1906,853,271,544,37.52594722,-85.28901624,"KY","South","East South Central"
"686",732,2011,"Kentucky",19450,2917877,667,1113,201,41,1793,688,272,546,37.52594722,-85.28901624,"KY","South","East South Central"
"687",733,2012,"Kentucky",19673,2928392,672,1125,220,45,1813,700,329,561,37.52594722,-85.28901624,"KY","South","East South Central"
"688",734,2013,"Kentucky",19586,2921439,670,1098,217,41,1771,887,398,547,37.52594722,-85.28901624,"KY","South","East South Central"
"689",735,2014,"Kentucky",20043,2919279,687,1172,238,40,1833,893,383,598,37.52594722,-85.28901624,"KY","South","East South Central"
"690",736,2015,"Kentucky",21066,2913225,723,1181,255,48,1856,1041,355,604,37.52594722,-85.28901624,"KY","South","East South Central"
"691",737,1970,"Louisiana",3870,2193774,176,358,15,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"692",738,1971,"Louisiana",4041,2241351,180,364,15,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"693",739,1972,"Louisiana",4211,2294678,184,368,15,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"694",740,1973,"Louisiana",4382,2331721,188,376,15,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"695",741,1974,"Louisiana",4553,2374705,192,381,16,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"696",742,1975,"Louisiana",4724,2438768,194,383,16,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"697",743,1976,"Louisiana",4894,2500253,196,388,16,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"698",744,1977,"Louisiana",5065,2559999,198,391,16,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"699",745,1978,"Louisiana",5256,2614039,201,394,19,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"700",746,1979,"Louisiana",5919,2671106,222,433,22,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"701",747,1980,"Louisiana",6582,2735288,241,469,24,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"702",748,1981,"Louisiana",7246,2785319,260,506,27,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"703",749,1982,"Louisiana",7909,2839129,279,541,29,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"704",750,1983,"Louisiana",8572,2868494,299,581,33,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"705",751,1984,"Louisiana",8555,2870780,298,581,33,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"706",752,1985,"Louisiana",8537,2870446,297,582,33,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"707",753,1986,"Louisiana",8587,2860661,300,606,37,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"708",754,1987,"Louisiana",9018,2809126,321,633,40,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"709",755,1988,"Louisiana",11118,2761184,403,777,60,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"710",756,1989,"Louisiana",11566,2733251,423,821,60,0,0,0,0,0,31.02017583,-91.94549092,"LA","South","West South Central"
"711",757,1990,"Louisiana",12034,2736286,440,858,68,151,1063,650,63,196,31.02017583,-91.94549092,"LA","South","West South Central"
"712",758,1991,"Louisiana",12940,2747728,471,953,78,160,1264,622,52,179,31.02017583,-91.94549092,"LA","South","West South Central"
"713",759,1992,"Louisiana",14234,2772058,513,973,90,186,1330,640,158,166,31.02017583,-91.94549092,"LA","South","West South Central"
"714",760,1993,"Louisiana",16028,2790637,574,1073,107,499,1414,679,118,187,31.02017583,-91.94549092,"LA","South","West South Central"
"715",761,1994,"Louisiana",17114,2814323,608,1144,123,797,1533,823,134,206,31.02017583,-91.94549092,"LA","South","West South Central"
"716",762,1995,"Louisiana",18621,2844295,655,1233,141,552,1657,763,222,226,31.02017583,-91.94549092,"LA","South","West South Central"
"717",763,1996,"Louisiana",19808,2869961,690,1311,144,453,1698,847,292,250,31.02017583,-91.94549092,"LA","South","West South Central"
"718",764,1997,"Louisiana",21670,2895754,748,1420,164,434,1806,1325,267,270,31.02017583,-91.94549092,"LA","South","West South Central"
"719",765,1998,"Louisiana",23094,2918539,791,1484,180,408,1849,1477,236,293,31.02017583,-91.94549092,"LA","South","West South Central"
"720",766,1999,"Louisiana",25569,2939804,870,1597,192,603,1947,1364,221,316,31.02017583,-91.94549092,"LA","South","West South Central"
"721",767,2000,"Louisiana",25900,2954733,877,1620,187,479,1938,774,182,316,31.02017583,-91.94549092,"LA","South","West South Central"
"722",768,2001,"Louisiana",25946,2970549,873,1633,180,376,1939,625,201,330,31.02017583,-91.94549092,"LA","South","West South Central"
"723",769,2002,"Louisiana",26754,2993917,894,1723,192,379,2007,543,223,367,31.02017583,-91.94549092,"LA","South","West South Central"
"724",770,2003,"Louisiana",28251,3015794,937,1773,187,413,1966,681,231,399,31.02017583,-91.94549092,"LA","South","West South Central"
"725",771,2004,"Louisiana",30242,3047695,992,1842,202,575,1998,665,380,440,31.02017583,-91.94549092,"LA","South","West South Central"
"726",772,2005,"Louisiana",30422,3071632,990,1880,224,202,2075,526,181,463,31.02017583,-91.94549092,"LA","South","West South Central"
"727",773,2006,"Louisiana",25930,2903982,893,1691,209,174,1886,481,195,492,31.02017583,-91.94549092,"LA","South","West South Central"
"728",774,2007,"Louisiana",28013,2950178,950,1765,211,187,1956,501,200,498,31.02017583,-91.94549092,"LA","South","West South Central"
"729",775,2008,"Louisiana",29455,2983962,987,1822,224,158,2010,512,209,518,31.02017583,-91.94549092,"LA","South","West South Central"
"730",776,2009,"Louisiana",30722,3021107,1017,1878,217,155,2017,642,214,511,31.02017583,-91.94549092,"LA","South","West South Central"
"731",777,2010,"Louisiana",31101,3048113,1020,1864,182,175,1930,617,212,510,31.02017583,-91.94549092,"LA","South","West South Central"
"732",778,2011,"Louisiana",29946,3055987,980,1770,182,198,1874,530,195,498,31.02017583,-91.94549092,"LA","South","West South Central"
"733",779,2012,"Louisiana",28665,3071897,933,1686,185,136,1780,560,215,497,31.02017583,-91.94549092,"LA","South","West South Central"
"734",780,2013,"Louisiana",29236,3075158,951,1693,181,107,1706,710,428,565,31.02017583,-91.94549092,"LA","South","West South Central"
"735",781,2014,"Louisiana",28270,3081033,918,1684,182,70,1636,776,420,553,31.02017583,-91.94549092,"LA","South","West South Central"
"736",782,2015,"Louisiana",29623,3083431,961,1732,184,74,1520,934,495,632,31.02017583,-91.94549092,"LA","South","West South Central"
"737",783,1970,"Massachusetts",2127,3498817,61,124,2,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"738",784,1971,"Massachusetts",2151,3552520,61,123,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"739",785,1972,"Massachusetts",2174,3604366,60,122,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"740",786,1973,"Massachusetts",2198,3656677,60,122,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"741",787,1974,"Massachusetts",2221,3686259,60,122,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"742",788,1975,"Massachusetts",2245,3706907,61,123,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"743",789,1976,"Massachusetts",2269,3737269,61,123,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"744",790,1977,"Massachusetts",2292,3765877,61,124,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"745",791,1978,"Massachusetts",2317,3795811,61,124,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"746",792,1979,"Massachusetts",2514,3826299,66,134,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"747",793,1980,"Massachusetts",2712,3850315,70,144,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"748",794,1981,"Massachusetts",2909,3885481,75,153,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"749",795,1982,"Massachusetts",3107,3900496,80,163,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"750",796,1983,"Massachusetts",3304,3930125,84,173,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"751",797,1984,"Massachusetts",3509,3974246,88,181,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"752",798,1985,"Massachusetts",3714,4011310,93,189,2,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"753",799,1986,"Massachusetts",4180,4030487,104,214,2,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"754",800,1987,"Massachusetts",4629,4046266,114,232,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"755",801,1988,"Massachusetts",5412,4073716,133,272,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"756",802,1989,"Massachusetts",5451,4076678,134,283,3,0,0,0,0,0,42.23590411,-71.75989486,"MA","Northeast","New England"
"757",803,1990,"Massachusetts",5880,4064201,145,294,3,43,762,754,281,84,42.23590411,-71.75989486,"MA","Northeast","New England"
"758",804,1991,"Massachusetts",6628,4019943,165,325,4,37,973,711,391,92,42.23590411,-71.75989486,"MA","Northeast","New England"
"759",805,1992,"Massachusetts",7176,4005249,179,360,9,64,1043,826,623,100,42.23590411,-71.75989486,"MA","Northeast","New England"
"760",806,1993,"Massachusetts",7477,4003401,187,366,15,61,1133,647,674,89,42.23590411,-71.75989486,"MA","Northeast","New England"
"761",807,1994,"Massachusetts",8382,4019088,209,416,18,51,1350,892,729,112,42.23590411,-71.75989486,"MA","Northeast","New England"
"762",808,1995,"Massachusetts",9640,4051334,238,471,19,58,1416,1035,783,125,42.23590411,-71.75989486,"MA","Northeast","New England"
"763",809,1996,"Massachusetts",10369,4077034,254,516,25,151,1545,1174,963,130,42.23590411,-71.75989486,"MA","Northeast","New England"
"764",810,1997,"Massachusetts",10532,4118883,256,492,22,91,1301,1136,629,131,42.23590411,-71.75989486,"MA","Northeast","New England"
"765",811,1998,"Massachusetts",10296,4156007,248,506,23,99,1248,1122,617,138,42.23590411,-71.75989486,"MA","Northeast","New England"
"766",812,1999,"Massachusetts",11140,4200822,265,500,24,76,1267,1063,486,136,42.23590411,-71.75989486,"MA","Northeast","New England"
"767",813,2000,"Massachusetts",11894,4240736,280,536,24,274,1207,965,433,152,42.23590411,-71.75989486,"MA","Northeast","New England"
"768",814,2001,"Massachusetts",11354,4283045,265,523,26,256,1176,899,353,143,42.23590411,-71.75989486,"MA","Northeast","New England"
"769",815,2002,"Massachusetts",11777,4313116,273,549,26,282,1244,830,363,155,42.23590411,-71.75989486,"MA","Northeast","New England"
"770",816,2003,"Massachusetts",12435,4333481,287,575,25,287,1253,877,337,157,42.23590411,-71.75989486,"MA","Northeast","New England"
"771",817,2004,"Massachusetts",12364,4343592,285,571,26,67,1183,983,371,152,42.23590411,-71.75989486,"MA","Northeast","New England"
"772",818,2005,"Massachusetts",13013,4358174,299,559,31,60,1111,917,369,156,42.23590411,-71.75989486,"MA","Northeast","New England"
"773",819,2006,"Massachusetts",13303,4380450,304,597,33,57,1185,712,341,184,42.23590411,-71.75989486,"MA","Northeast","New England"
"774",820,2007,"Massachusetts",13454,4402951,306,597,31,67,1132,869,268,164,42.23590411,-71.75989486,"MA","Northeast","New England"
"775",821,2008,"Massachusetts",13452,4428780,304,591,32,65,1109,744,434,147,42.23590411,-71.75989486,"MA","Northeast","New England"
"776",822,2009,"Massachusetts",13002,4465028,291,542,30,57,1061,604,230,144,42.23590411,-71.75989486,"MA","Northeast","New England"
"777",823,2010,"Massachusetts",12749,4486660,284,581,31,57,1002,719,239,161,42.23590411,-71.75989486,"MA","Northeast","New England"
"778",824,2011,"Massachusetts",12483,4501133,277,540,31,54,972,750,229,163,42.23590411,-71.75989486,"MA","Northeast","New England"
"779",825,2012,"Massachusetts",12588,4537072,277,503,33,51,890,683,244,160,42.23590411,-71.75989486,"MA","Northeast","New England"
"780",826,2013,"Massachusetts",11739,4551055,258,438,30,45,676,531,285,133,42.23590411,-71.75989486,"MA","Northeast","New England"
"781",827,2014,"Massachusetts",11754,4574760,257,466,31,22,708,518,199,146,42.23590411,-71.75989486,"MA","Northeast","New England"
"782",828,2015,"Massachusetts",10701,4596874,233,447,35,17,555,525,215,134,42.23590411,-71.75989486,"MA","Northeast","New England"
"783",829,1970,"Maryland",2758,2483847,111,208,9,0,0,0,0,0,39.0280559,-76.75103907,"MD","South","South Atlantic"
"784",830,1971,"Maryland",2850,2555736,112,211,9,0,0,0,0,0,39.0280559,-76.75103907,"MD","South","South Atlantic"
"785",831,1972,"Maryland",2943,2621995,112,213,9,0,0,0,0,0,39.0280559,-76.75103907,"MD","South","South Atlantic"
"786",832,1973,"Maryland",3035,2668159,114,217,8,0,0,0,0,0,39.0280559,-76.75103907,"MD","South","South Atlantic"
"787",833,1974,"Maryland",3128,2711859,115,222,8,0,0,0,0,0,39.0280559,-76.75103907,"MD","South","South Atlantic"
"788",834,1975,"Maryland",3220,2753152,117,226,8,0,0,0,0,0,39.0280559,-76.75103907,"MD","South","South Atlantic"
